App,Review,Rating,Date,Price (?)
Ola,easy to use,5,2026-03-18 00:00:00,63
Ola,worst app ever. no customer support driver ask for extra money.Better to use uber atleast they have good customer support to resolve issue.,1,2026-03-18 00:00:00,282
Ola,sabse jyada ghatiya ola wala,1,2026-03-18 00:00:00,223
Ola,costly,1,2026-03-18 00:00:00,74
Ola,high charges,1,2026-03-18 00:00:00,260
Ola,Very good I return palasuni to Cuttack I am booking no coming auto renter to ext 150 not entrusted your ola Cup,5,2026-03-18 00:00:00,250
Ola,bakwaas sarvice hai jab captain accept nhi krta to kya faeda is ola company ka,1,2026-03-18 00:00:00,276
Ola,Waste of time...no cab/auto will accept our booking..better to catch bus or taxi directly or uber..dnt know how this waste app is still in playstore...!...whatever the time..day.. location.. you're not going to get any cab. Unnecessarly app is choosing random locations.. even while trying to booking a cab I got a personal loan for 2000? with 5789? intrest...,1,2026-03-18 00:00:00,110
Ola,worst app in rain time no was accepting my trip,1,2026-03-18 00:00:00,295
Ola,Ola charged me wrongly ?50. The driver did not come and without knowing the reason they debited me ?50. Very bad experience with Ola in Pune. Now I am disconnecting the Ola app because I am no longer able to handle it.good bye ola forever',1,2026-03-18 00:00:00,251
Ola,"""Frequent unavailability of cabs near Lalbagh Road is making it tough to book rides. Adding more vehicles or surge pricing transparency could help.""",1,2026-03-18 00:00:00,195
Ola,bekar system hai koi na use kare koi customer support nhi ghatiya system hai,1,2026-03-18 00:00:00,245
Ola,awful helpdesk service,1,2026-03-18 00:00:00,207
Ola,"This is honestly the worst app experience I’ve ever had. First time using it and it already overcharged me way more than the actual fare. On top of that, the location was completely wrong. Absolutely unacceptable and very disappointing. Fix your system .. this is not how you treat users",1,2026-03-18 00:00:00,211
Ola,great as usual,5,2026-03-18 00:00:00,245
Ola,"I am extremely disappointed with your service. There is no proper response system—no call support, no timely replies, and no accountability from your side. Drivers are charging fares as per their own wish, and there is no control or action taken against such behavior. This is unacceptable for a company of your level. Please ask your team to contact me via email and resolve this issue as soon as possible. Improve your support system—right now, it feels like there is no proper customer service at",1,2026-03-18 00:00:00,235
Ola,ola tum satna me ola no -1 aa sakte ho rapido ke mukable kyoki satna rapido ne to cab service satna nahi provide ki lekin agar satna ki ola me agar cab service aajaye to tum no -1 aajaoge ye mere dava please satna ola me bhi cab service provide karo please,5,2026-03-18 00:00:00,83
Ola,"I just uninstalled the app. their grievance support team does not know how to read grievance emails, they keep giving standard response. so unlikely any human is behind that. their drivers get into scruplous behaviours asking for more money on arriving and the app itself increases the fare vs. what was originally shown. All the signs of company going down.. #QuitOla",1,2026-03-18 00:00:00,257
Ola,always auto drivers are asking extra money for the drive,2,2026-03-18 00:00:00,184
Ola,cabs are not available on time . this is my 1st and last use of this app,1,2026-03-18 00:00:00,292
Ola,"A terrible app, drivers lose their way, Finding drivers take a lot of time The ola money app is a complete scam, the money is never deducted and you have to pay by your own every single time And if you use it frequently the fair for the same journey keeps on adding up every single time Overall I've used other ride booking apps as well Rapido is best out of all It's prices stay the same always no matter how frequently you use it The rapido wallet actually works and the drivers are faster.",1,2026-03-18 00:00:00,259
Ola,third class app no. customer support,1,2026-03-18 00:00:00,246
Ola,"pathetic, drivers are scammers, no response from ola support...I have mailed to the grievance team with all the proofs but no reply .. pathetic support",1,2026-03-18 00:00:00,146
Ola,"dear ola, why you blocked my account. kindly provide a proper justification for the same.",1,2026-03-18 00:00:00,210
Ola,ola service are very very poor at bhopal . because when I book auto . driver has demaning extra money..otherwise driver denied pickup ..,1,2026-03-18 00:00:00,112
Ola,good job ??,4,2026-03-18 00:00:00,116
Ola,pathetic experience had to visit bangalore and book an outstation ride and guess what driver asked extra payment very disappointed,1,2026-03-18 00:00:00,85
Ola,Zero customer support. Third class app.,1,2026-03-18 00:00:00,158
Ola,one of the waste on earth don't use this app very bad service when i book a ride it's show other price and when the ride is complete the driver ask for more amount and it is showing in his id why when booked it is 436 and after ride complete it automatically 493,1,2026-03-18 00:00:00,169
Ola,by seeing various scams reported by customers on drivers on X and Social Media i have personally decided that it is better not to use this cab.,1,2026-03-18 00:00:00,91
Ola,chud Gaya hai 0la,1,2026-03-18 00:00:00,154
Ola,Worst experience. Software glitch happens frequently. Not going to use it anymore.,1,2026-03-18 00:00:00,176
Ola,"Today I booked a Car but all the drivers are asking for extra Cash, Not ready with ola fair asking fair as per meter Rs 31/Km.",1,2026-03-18 00:00:00,141
Ola,Many drivers cancel the requested trips due to low rates. Ola to review the issue.,4,2026-03-18 00:00:00,234
Ola,worst during emergency time in hyderabad,1,2026-03-17 00:00:00,132
Ola,the cab driver's behaviour is very good,5,2026-03-17 00:00:00,158
Ola,"Ridiculous experience every single ride, drivers demanding extra money and Ola not doing anything about it. Drivers don't mess with Uber because they know Uber will block their account right away, with Ola they are fearless since they know nothing would happen.",1,2026-03-17 00:00:00,145
Ola,thik hai .,5,2026-03-17 00:00:00,95
Ola,safe,5,2026-03-17 00:00:00,124
Ola,good juerny,5,2026-03-17 00:00:00,288
Ola,worst service,1,2026-03-17 00:00:00,218
Ola,very nice good job ??,5,2026-03-17 00:00:00,280
Ola,best service available...,5,2026-03-17 00:00:00,264
Ola,"it is good but location if we put the autos,cabs availability is sooo loww",1,2026-03-17 00:00:00,170
Ola,wht a great service provider us there are so many riders and non of acpt requests and acpt request then they are litterly waiting minimum 20 plus minutes,1,2026-03-17 00:00:00,243
Ola,okay,5,2026-03-17 00:00:00,132
Ola,slow services,1,2026-03-17 00:00:00,184
Ola,chor he mene order Kiya parcel ka rider ne accept nahi ki to khud hi cancel kar diya or payment bhi return nahi kiya,1,2026-03-17 00:00:00,291
Ola,"Pathetic application, everytime I open this application to book a ride, after the booking is done my phone screen is captured by a blank white screen and I can't get rid of it and gets hangs. and I am not able to do anything, and I will have to restart my phone to get working.",1,2026-03-17 00:00:00,262
Ola,fare was very at booking time,3,2026-03-17 00:00:00,172
Ola,"Drivers get violent if you ask them to take main route,they crash the vehicles into potholes and humps.Ola Professional Plus no better. Fares are double. Drivers don't turn on AC. They are as argumentative as the mini and sedan categories.Can technology solve the behaviour problem? Drivers are continuously talking on phone . Four out of every five rides is a bad experience no matter what category of cab one chooses. After introducing ola insurance rash driving has been worse than before across",1,2026-03-17 00:00:00,213
Ola,"wrist service, why don't you stop the service in mathura if your drivers are not in control.",1,2026-03-17 00:00:00,100
Ola,"very worst support provided by ola, now even out station rides it becomes very worst. driver double the amount in the name of tolls instead of 90 rs tolls they cheat and get value around 1000 rs in the name of tolls and taxes , we are not able to get any support from ola.",1,2026-03-17 00:00:00,251
Ola,Quick availability and helping drivers,4,2026-03-17 00:00:00,188
Ola,Scam alert ! App shows some other charge and takes double,1,2026-03-17 00:00:00,183
Ola,very poor app can't book a single rode property,1,2026-03-17 00:00:00,242
Ola,Now a days Cab Drivers asking for extra charges other than what showing on the app. If that's the case it isof no use to have this app. So uninstalling it. They don't have any control over cabs.,1,2026-03-17 00:00:00,208
Ola,worst app for ride,1,2026-03-17 00:00:00,122
Ola,work on driver,1,2026-03-17 00:00:00,94
Ola,The prices are more when compared with other apps,4,2026-03-17 00:00:00,234
Ola,amazing,5,2026-03-17 00:00:00,100
Ola,"Every time I'm booking from a new location, previous location is getting booked rather than the present location. Please this issue as soon as possible",1,2026-03-17 00:00:00,176
Ola,very poor service,1,2026-03-17 00:00:00,266
Ola,Nice app,4,2026-03-17 00:00:00,280
Ola,Very nice comunication,5,2026-03-17 00:00:00,83
Ola,"None of your drivers will come, and call and ask for 500 extra before strting. finally I have to pay 50 for your cancellation charge takw that money, and eat well will give 1999 extra if you stop your service in chennai Such a worst people",1,2026-03-17 00:00:00,289
Ola,"worst, navigation is worst and the partners are even worst",1,2026-03-17 00:00:00,204
Ola,yesterday I had two experiences where I was charged extra fees for parking where there was none also the other driver asked for extra money though I was in hurry so I didn't cross check and paid later on when I see the history of booking I was charged extra.such a pathetic experience,2,2026-03-17 00:00:00,209
Ola,cost is very high. all other parameters are ok,1,2026-03-17 00:00:00,73
Ola,"During peak hours it becomes almost impossible to get a ride as drivers rarely accept requests. Platforms like Ola should focus on improving service reliability and increasing the number of drivers, autos, and cabs so users can depend on the service when it matters the most.",1,2026-03-17 00:00:00,206
Ola,good ok,5,2026-03-17 00:00:00,232
Ola,"Ola driver doesn't come at exact location, just a waste of time telling to coma at pickup point",2,2026-03-17 00:00:00,195
Ola,"safety features are removed, earlier as soon as we book ,our family members also could track our ride. no menu to add emergency numbers also.seems we are forced to swith to other service providers.",2,2026-03-17 00:00:00,71
Ola,horrible experience,1,2026-03-17 00:00:00,181
Ola,Worst experience I have regularly book a ride from ola through any modem of transport.... Driver asking too much money for near by ride and talk to me in an inappropriate way....this one should be condemnable....take a further steps against these kind of bullying drivers for the future usage of the app,1,2026-03-17 00:00:00,284
Ola,good service but high fare,4,2026-03-16 00:00:00,290
Ola,very very Cooperative Driver,5,2026-03-16 00:00:00,290
Ola,driver took extra 200 even if my wallet got debited for same amount still no help from support team,1,2026-03-16 00:00:00,92
Ola,fare is higher,1,2026-03-16 00:00:00,152
Ola,big boss,5,2026-03-16 00:00:00,199
Ola,badhiya,4,2026-03-16 00:00:00,246
Ola,Thank you for your service,5,2026-03-16 00:00:00,300
Ola,very bad trip accepted driver again cancer ola very bad,1,2026-03-16 00:00:00,249
Ola,"Devediyapaya application don't install worst app but driver is good,ola subscribe money very high to much ola cab service please stop",1,2026-03-16 00:00:00,287
Ola,really good ????,5,2026-03-16 00:00:00,113
Ola,"I am very disappointed with the #OLA service in #Coimbatore. After booking a ride, drivers often call and demand an extra ?50–?100 as a “broker commission.” #UPDATE: I am complaining about the OLA cab and auto services in Coimbatore. If OLA cannot identify and fix this issue themselves, they are not fit to operate properly in Coimbatore and nearby areas. If you already know about this problem, it is a shame for your service. If you don’t even know about it, there are no words to describe this.",1,2026-03-16 00:00:00,198
Ola,ok good but how many members travel in ola raid not mentioned,4,2026-03-16 00:00:00,62
Ola,wow,5,2026-03-16 00:00:00,73
Ola,good driwing,5,2026-03-16 00:00:00,180
Ola,Useless,1,2026-03-16 00:00:00,92
Ola,app doesn't allow without tips,1,2026-03-16 00:00:00,191
Ola,worst aap ever I am already paying 250 rupee but drivers didn't accepting our request they want tip I add 20 rupee tip again no driver is accepting the ride plss add more tip cab service provider hai ola ya bhekh maagne ka station jisme +20 krne pe bhi +100 krne pe bhi driver accept ni krrey # youth#boycott ola,1,2026-03-16 00:00:00,51
Ola,The worst app you can have out there. No policy for why the driver is cancelling the rides. Today I had an exam and thanks to this app and the drivers I got late. First of all the waiting time was crazily long. like 15 minutes or so even after increasing price. Then 1 driver accepted the ride came half way and went to different direction when I called to question he cancelled the ride. Then again after 10 minutes another rider accepted the ride drove for 2 3 minutes and cancelled the ride. Worst,1,2026-03-16 00:00:00,169
Ola,Charge cancellation fee incorrectly all time,1,2026-03-16 00:00:00,220
Ola,the most poor service I am deleting after using 5 years of this app and sying my 9000 friends to delete this app,1,2026-03-16 00:00:00,232
Ola,Not able to add credit or debit card on the app.,1,2026-03-16 00:00:00,241
Ola,"I have been trying to book a cab for a long time now, but not a single driver has confirmed the ride. I am extremely dissatisfied with your service.",1,2026-03-16 00:00:00,280
Ola,so expensive rates on ride,1,2026-03-16 00:00:00,250
Ola,"one of the slowest app I have ever seen. worst experience! this app is simply too slow to book a ride. and drivers don't accept the booking. if they accept it they demand extra payments.. forget the drivers, the app itself asks you to choose an add on as fewer drivers accept the booking at with the final fare... my experience of using this app is not good",2,2026-03-16 00:00:00,179
Ola,"i payment twice but ola service not refunded me, no email service,no customer care number,,no response from ola app.this is big issue , once you payment before the ride but payment not successful ?? and after ride driver says it's not showing ?? . I'm very disappointed ??",3,2026-03-16 00:00:00,173
Ola,reliable,5,2026-03-16 00:00:00,109
Ola,provides a bad service. drivers are cheating you by dropping at wrong location and charging excessively. also charging fees for cancelation when driver does not arrive at time. also there is no option to pay for cancellation fee.,1,2026-03-16 00:00:00,200
Ola,hi after a long time decided to use ola app and to my surprise my mobile number is restricted from making bookings amazing i even found a different mail id attached to my number . is my id compromised ...what's going on,1,2026-03-16 00:00:00,84
Ola,"For the past one year, all the drivers on Ola have been refusing to take rides and asking for extra charges and saying that if they only want to go on the meter, they won't come. It's a complete third class situation with Ola drivers... ??",1,2026-03-16 00:00:00,262
Ola,for Cab service in city Ola Driver dont follow fare shared on the app. They have their own rate card. rate tend to vary so fare are not transparent for customers. Km distance of destination differ while booking its shown say X Km but once Booking PIN added after arrival Km changes. Drivers on the top of it tend to add more Km for travel with excuse to avail alternate routes. They tend to add more Km driven in this case. its bare exploitation of customers and Ola support is helpless.,1,2026-03-16 00:00:00,80
Ola,Many times it has happened to me no ride provided in spite of many attempts also the behaviour of some drivers becomes rude.,1,2026-03-16 00:00:00,247
Ola,good ????????????????,5,2026-03-16 00:00:00,79
Ola,Darshan Patil is a very nice human being. He made sure that we reach LTT on time. Such kind of service is rare. May God bless him always.,5,2026-03-16 00:00:00,72
Ola,the captain is excellent person,5,2026-03-16 00:00:00,172
Ola,no wonder why ola is not preferable..impossible to reach customer care..,1,2026-03-16 00:00:00,215
Ola,Highly invasive privacy policy.,1,2026-03-16 00:00:00,232
Ola,good pickup,5,2026-03-16 00:00:00,155
Ola,quick and responsive,5,2026-03-16 00:00:00,218
Ola,"Worst app for payment. If I use card for payment, then why the heck am I asked to pay cash at the end of ride?? Worst worst worst app",1,2026-03-16 00:00:00,235
Ola,"I had paid my ola postpaid, ola keeps sending me messages by cheating me by sending whatsapp messages like hi how is your day. Avoid Ola today again they called and threatened me to give 495 rupees",1,2026-03-16 00:00:00,275
Ola,"“Worst experience with Ola. The drop location changed automatically during the trip which caused confusion with the driver and increased the fare. The app should not modify trip details without permission.”As a woman, safety is very important while using ride apps. During my trip the drop location suddenly changed in the app without my permission. This is very concerning because it can create unsafe situations for women travelling alone. Ola needs to fix this immediately.” worst app ever",1,2026-03-16 00:00:00,255
Ola,good safe driving,5,2026-03-16 00:00:00,241
Ola,biggest frauds to continue by ola guys. silently switching the payment method in each ride. now driver asked for cash payment instead of ola money. you frauds do this to every time. Send multiple emails still no response. you are cheater.,1,2026-03-16 00:00:00,209
Ola,good...,5,2026-03-16 00:00:00,117
Ola,Worst service... Please Update your application. We r Not able to share the Trip Details To Our family or Friends.... it was for our safety purposes. please Check Once and Update,1,2026-03-16 00:00:00,249
Ola,good cooperation.,5,2026-03-15 00:00:00,291
Ola,useful App,3,2026-03-15 00:00:00,87
Ola,over all my best experience and fastest pickup and drop,5,2026-03-15 00:00:00,71
Ola,Ola auto drivers are very rude giving threats to customer’s. Its request to don’t book ola it’s very dangerous.. There customer care also not responding on calling…,1,2026-03-15 00:00:00,284
Ola,more adds,1,2026-03-15 00:00:00,189
Ola,good service ?? ??,5,2026-03-15 00:00:00,159
Ola,why you suspended my account ???? I can't book ride!! please check ?,1,2026-03-15 00:00:00,235
Ola,i m unable to edit the drop location in ongoing ride and drive deniy to help,1,2026-03-15 00:00:00,82
Ola,drever sudharo pehele,1,2026-03-15 00:00:00,233
Ola,Ola approves people of other autos.. ola shows one but the auto number is different... old scraps how many days will you cheat on poor people... if you don't have capacity stf don't do the buisness of sending .. how should we send any women without safety?????? how to ensure safety?????? Earth is very dangerous.. This is just the beginning...When your hairs are black you should all shut your arrogance and sit.. Because of Women this Humanity is still running so shut your asses and respect women,1,2026-03-15 00:00:00,94
Ola,This app asks to turn on the location all the time.,1,2026-03-15 00:00:00,288
Ola,most bad service at evening time ??,1,2026-03-15 00:00:00,284
Ola,don't use it app unsafe and once i booked a auto he told night needed to pay extra so I payed and in half way he told me to leave,1,2026-03-15 00:00:00,203
Ola,2026: their app send not to have notification setting. They keep pushing promotional stuff and there's no way to control it. 2018: They cancel outstation trips at the last minute. Not trustworthy. Now they cancelled an allotted rental care. OLA IS TERRIBLE. UNTRUSTWORTHY.,1,2026-03-15 00:00:00,170
Ola,I'm unable to make my postpaid payment... unable to connect to any customer care,1,2026-03-15 00:00:00,85
Ola,PLEASE TELL YOUR DRIVERS NOT TO DEMAND MORE CASH IF ITS GIVEN A SPECIFIC AMOUNT PLEASE TELL THE DRIVERS TO TAKE ONLY THAT AMOUNT NOT DEMAND EXTRA. THIS HAPPENED TO ME 3 TIMES THEY DEMANDED MORE CASH IF NOT GIVEN THEY CANCEL THE RIDE. FROM DEHRADUN,1,2026-03-15 00:00:00,51
Ola,"My 80 year old parents were asked to pay extra money (200) just to put the AC on and told to get down if they didn't. When I complained about the same to Ola they did NOTHING about it. Zero response except ""we have noted this"". Pathetic service and even worse customer service. Please use at your own risk!",1,2026-03-15 00:00:00,262
Ola,"The platform is being undermined by unscrupulous drivers who exploit passengers by demanding extra cash or refusing to move after accepting a ride. They force passengers to cancel, wasting vital time. Ola offers no way to report these dishonest drivers if the trip doesn't start or is re-routed. This lack of a feedback loop for pre-trip misconduct allows predatory behavior to thrive. Until Ola holds drivers accountable and severely penalizes such behaviour, the service will remain unreliable.",2,2026-03-15 00:00:00,288
Ola,worst experience . from last few months I am following with ola team for the payment issue have shared the screenshot also has been asked in the mail I have also attached and the screenshot which I have done double payment but no response from them and they are calling that I need to clear the payment and i am telling that there I have done double payment please resolve the issue. they are just adding late payment Rs 100 each time and now I got the message that it will add 200 plus ??,1,2026-03-15 00:00:00,156
Ola,worst experience when I checked the price before 10mins ago price is 504rs for 10km and then after 10min price was changed and showing 570rs,1,2026-03-15 00:00:00,79
Ola,paly fast,5,2026-03-15 00:00:00,118
Ola,nice people,5,2026-03-15 00:00:00,209
Ola,well,5,2026-03-15 00:00:00,80
Ola,Ola not gives value to users,1,2026-03-15 00:00:00,80
Ola,no option to optout from ola money,1,2026-03-15 00:00:00,197
Ola,worst experience ever pls try rapido app instead of this app because amount showing in this app is different as such in real,1,2026-03-15 00:00:00,58
Ola,great ??,5,2026-03-15 00:00:00,186
Ola,worst service blocked ID,1,2026-03-15 00:00:00,164
Ola,"thank you, safety rides",5,2026-03-15 00:00:00,231
Ola,high cost,1,2026-03-15 00:00:00,257
Ola,"Again I am revising the rating. Phone heats up so much, can't even hold it.Even the Map in Ola app is not properly showing.. The app and the map is causing it. Please correct it. Am on samsung S25, so no fault of my phone I am sure.",2,2026-03-15 00:00:00,124
Ola,thankyou for drop,5,2026-03-15 00:00:00,165
Ola,difficult to pay olamoney through Gpay. now i have to pay penalty also.,5,2026-03-15 00:00:00,161
Ola,Good Riding,5,2026-03-15 00:00:00,125
Ola,demand extra money when urgent waiting period toooo long. we never use ola in future,1,2026-03-15 00:00:00,280
Ola,1no bhai,5,2026-03-14 00:00:00,235
Ola,trash app. always laggy. fix it or delete it.,1,2026-03-14 00:00:00,77
Ola,"ola map is very bad it's not showing any real location. and price extremely high. I would suggest using rapido, uber instead of ola. uninstall ola and install other apps.",1,2026-03-14 00:00:00,148
Ola,very poor service cab book ho r pr driver nahi aata (-10),1,2026-03-14 00:00:00,300
Ola,nice ride thanks to Ola,5,2026-03-14 00:00:00,61
Ola,waste of time.. very very worst on urgent timing.. very very bad..,1,2026-03-14 00:00:00,270
Ola,he is so hard working mam,4,2026-03-14 00:00:00,121
Ola,"worst app ever. suggestion to all people, delete this app. rapido is far better than this....",1,2026-03-14 00:00:00,245
Ola,unusefull app.. why do I keep this. booking are not confirmed when they are needed the most. worst service,1,2026-03-14 00:00:00,260
Ola,all the drivers accepting the ride and then cancelling,1,2026-03-14 00:00:00,60
Ola,always good service ??,5,2026-03-14 00:00:00,76
Ola,Drivers are Arrogant and Ask us to cancel,2,2026-03-14 00:00:00,300
Ola,bad customer support,1,2026-03-14 00:00:00,56
Ola,Ola is not good,5,2026-03-14 00:00:00,217
Ola,rider not accept ride.,1,2026-03-14 00:00:00,213
Ola,"Their service isn't as promised. And please stop lying about rs29/4km, it never happens. Update. Wow the new add on fare feature ??. They basically give you no rides until you select their recommend add on fare. Thats not all, the final fare isn't as shown either. Bad overall.",1,2026-03-14 00:00:00,206
Ola,"nowadays I have a always a bad experience with ola ,i remember I booked a ola cab the driver demanded extra amount so I have to cancel the cab and reason is mentioned and ola company msg me to next time I have to charge extra 60 Rs and I booked a ola today driver is not moving from last 20 minutes so I have to cancelled the ola ride and they ola company msg me next time you have to pay 50 rs extra ,if such pathetic experience so I have to cancelled instead of understanding they me send me msg.",1,2026-03-14 00:00:00,72
Ola,"When will the real time interface of ola update? i ordered a cab, did not get a confirmation on the ride in the interface and my ride arrived. since I did not get a confirmation from ola, I booked another cab from rapido. WHEN ARE YOU GOING TO FIX THIS ISSUE?? I HAD TO EXPLAIN THE DRIVER FOR 15 MINS...15 MINS OF MY TIME IN AN URGENCY...DO YOU UNDERSTAND?? On top of that how do I raise this topic to the customer support??",1,2026-03-14 00:00:00,220
Ola,"horrible app experience, they dont even have a customer care number",1,2026-03-14 00:00:00,275
Ola,asking extra money,5,2026-03-14 00:00:00,266
Ola,Very good ride . On time pick up with save ride to the destiny .??????,5,2026-03-14 00:00:00,57
Ola,khoob ast,5,2026-03-14 00:00:00,111
Ola,weste,5,2026-03-14 00:00:00,110
Ola,India's costliest ride...pata nahi ola q use kartr hai log,1,2026-03-14 00:00:00,163
Ola,"you guys are looting your customers, while booking if there is an app glitch you are charging direct 50Rs cancellation charges for no reason, if any driver is cancelling the ride still you are charging cancellation charges, if a driver is declining still charging cancellation charges. you just want money not a genuine service provider. I am uninstalling app and never gonna use it.",1,2026-03-14 00:00:00,264
Ola,before actual booking ride customer must know the name and religion of driver. ITS ABSOLUTE IMPORTANT FOR SAFETY,1,2026-03-14 00:00:00,252
Ola,very nice ??,5,2026-03-14 00:00:00,99
Ola,worst app and their service. whenever we book can then they driver always need more money as their actual fair.,1,2026-03-14 00:00:00,53
Ola,great ??,5,2026-03-14 00:00:00,278
Ola,charges cancellation fee with out cancelling,1,2026-03-14 00:00:00,122
Ola,He was very courteous and helpful,5,2026-03-14 00:00:00,214
Ola,very interesting,5,2026-03-14 00:00:00,59
Ola,pls start frequent audit mechanism of your driver's and cars. there is too much indiscipline. I am using ola just because of its indian brand and supporting indian economy.,3,2026-03-14 00:00:00,51
Ola,it was a good ride the driver was polite and well behaved,5,2026-03-14 00:00:00,51
Ola,bahut hi ghatia service,1,2026-03-14 00:00:00,89
Ola,Most of the Drivers are asking Extra money then what is the purpose of fixing the different amount,3,2026-03-14 00:00:00,62
Ola,most affordable taxi app,5,2026-03-14 00:00:00,255
Ola,third class service,1,2026-03-14 00:00:00,202
Ola,This app is no longer trusted for travelling. Ola drivers are not taking seriously the policies of this app. No proper coordination between OLA and drivers. Rates shown through this app for Auto or Cars are not followed by the drivers..they are taking charges as per their own mind and meter rate and seriously looting the customers in some cities. Need to look or try for other app options.,1,2026-03-14 00:00:00,295
Ola,charges khup jast ahe,1,2026-03-14 00:00:00,251
Ola,Any time service,5,2026-03-14 00:00:00,291
Ola,"At first the amount shows something lower, but at the end it increases, because of which the customer has to pay more. Ola’s service has become useless now and it is troubling customers.",1,2026-03-13 00:00:00,122
Ola,very worst,1,2026-03-13 00:00:00,64
Ola,very worst service ola won't help payment related issue or driver related issues very bad service,1,2026-03-13 00:00:00,217
Ola,unable to connect Ola customer care. Driver ask me cash because his Ola app was not working and I unable to connect and raise concern with Ola. Uber is very user friendly app.,1,2026-03-13 00:00:00,293
Ola,wasted apps and services,1,2026-03-13 00:00:00,80
Ola,Very bad system and Fare rate for route ?? ???? ?? ????? ?? ?? ??? ??? ??? ???? ?? ??????? ?? ?? ???? ???? ?????? ????? ???? ??? ?? ?? Driver ??? ??? ?? ????? ??? ??? ??? one way or no Entry ??? ???? ??? ????? ???? ????? ????? ????? ?? ???? ?? ???? ???? ?????? ????? ????? ?? ??? ola company ?? ???? ????????????????,1,2026-03-13 00:00:00,262
Ola,OK Thank you sir,5,2026-03-13 00:00:00,225
Ola,Very very Bad,1,2026-03-13 00:00:00,255
Ola,worst App no proper map tracking one of the worst case is it is not even updated with exact location of hospitals and schools you Will be in trouble if you book from ola as you will be,1,2026-03-13 00:00:00,164
Ola,farji app ek ride 20 mint me book ho rhi h itni der me aadmi pedal phuch jaye,1,2026-03-13 00:00:00,100
Ola,bad experience with ola..driver used abused words.,1,2026-03-13 00:00:00,78
Ola,Not as good as earlier...service is down,2,2026-03-13 00:00:00,81
Ola,40 rupaye extra liye hai,1,2026-03-13 00:00:00,176
Ola,pathetic services location dalo to bhi nahi samjh aata app ko. auto cancelation aur auto location also. 30 min maine 5 cab ne cancel kar di ride.. and jab customer kare to 50 rs cancelation charges..had hai..removing and not using now ola services..pathetic,1,2026-03-13 00:00:00,237
Ola,tomorrow(12/03/2026) I book complain that driver charge extra money but they don't pay attention to my complain first driver takes extra money on behalf of false billing & 2nd on false parking charge,1,2026-03-13 00:00:00,187
Ola,"ola efforts are good, but some drivers denai to pickup. Requested to ola for strict action against this practice.",5,2026-03-13 00:00:00,71
Ola,good boy ????,5,2026-03-13 00:00:00,162
Ola,I'm facing major issue with Ola app that its not booking any raide and its showing ride not available or ride in progress cancel that to book for another ride same issue from 3 days I'm trying to connect with customer care its showing auto generated msg there is no option to connect with customer care very worst service,1,2026-03-13 00:00:00,88
Ola,very pathetic service from your end. no control on Auto driver ride as they are demanding meter fare instead,1,2026-03-13 00:00:00,254
Ola,"Every driver asks for extra money, they neither pay the toll fees, nor do they behave in a responsible manner like a driver, let alone as a cab driver. They are always on the phone talking to someone, yelling as well. VERY POOR PROFESSIONALISM.",1,2026-03-13 00:00:00,234
Ola,"MEERUT OLA VERY BAD EXPERIENCE very bad experience in main city, booked a cab, 5 minutes before start get a call from driver asked the destination and price showing on app I told him the destination and then he told me ""500 lagenge"" I told him but ola is showing 238 I will complaint then he told""Haan kar de complaint"" and then cancelled my booking. now I had a very urgent work for which I booked cab more then 1 hour before but a rude driver cancelled and left me with no option.",1,2026-03-13 00:00:00,63
Ola,worst app don't use the app,1,2026-03-13 00:00:00,98
Ola,Third class app...Always overpriced and after confirm ation of ride drivers always ask extra money,1,2026-03-13 00:00:00,53
Ola,"bad experience.. don't know about company policies but their drivers' (not all) policies are mind-blowing, fantastic, world class .. all of them want to drive foreign countries not to local. for short distance, they will deny clearly or else demand high value above the actual fare.. sometimes misbehave also,if am unable to pay why booked.auto drivers are first in race now cab drivers are after them, 2nd line.. Thank you ola. I will Try for alternate one. Those who are reading, be careful..",1,2026-03-13 00:00:00,117
Ola,service is very poor in bhopal katara hills area always update when booking and auto cancelled by owner and driver I had face minimum 5-6 time same issue,1,2026-03-13 00:00:00,75
Ola,good partner,5,2026-03-13 00:00:00,228
Ola,"This is a retarded company that does not allow any online payment while the ride/parcel delivery is close to its destination. Essentially the time when most people pay. Then it allows only UPI payment bec UPI iss company ke baap ka hai. Most of its drivers are poor subaltern folks who dont carry even 10 rupees in their pockets while the company only has the option of cash payment at the end of the ride. Seriously, what is wrong with these pajyeet companies? I deleted my account and uninstalled.",1,2026-03-13 00:00:00,181
Ola,Drivers/ riders will definitely cancel your rides as drop location is not visible to them. Rides are not priced appropriately for the riders so riders definitely cancel the rides after confirming location. Ultimately customer has to suffer by not getting a ride and arrogant conversation with the rider... Very poor experience... 1. Riders will definitely cancel the ride.2. Arrogant behavior by riders. They don't give notification about the due amounts and then charge late fee.,1,2026-03-13 00:00:00,238
Ola,worst customer service...worst cab experience for....drivers service is not cost worthy....high vost poor driver service...drivers have rude behavior,1,2026-03-13 00:00:00,63
Ola,not easy to book a cab in this app,1,2026-03-13 00:00:00,67
Ola,fast and safe service,5,2026-03-13 00:00:00,204
Ola,so good,5,2026-03-13 00:00:00,60
Ola,great service,5,2026-03-13 00:00:00,105
Ola,first app always olaaa,5,2026-03-13 00:00:00,165
Ola,I had booked for rental but didn't get,2,2026-03-12 00:00:00,228
Ola,they are unethical,1,2026-03-12 00:00:00,93
